id,char_name,command,hit_level,damage,speed,on_block,on_hit,on_counter,notes,is_throw,is_common,gif,punishable
1809,eliza,"MG 3, 3","h, m","12,24",16~17 (31~),-13,KND,KND,<,,true,,-13
1810,eliza,"MG 3, 4","h, h (TJ)","12,21",js5~,-7~-6,KND,KND,Tail spin,,,,
1811,eliza,MG 4,l,20,18~25 (33~) cs10~,-24~-17,KND,KND,,,true,,-23
1812,eliza,MG 1+2,! (TJ),30,51~52a (66~) js21~50,KND,KND,KND,,,,,
1813,eliza,EX MG 1+2,! (TJ),30,41~42a js16,KND,KND,KND,,,,,
1814,eliza,qcf+1,Sm,20,28~48 (28~),-9~+11,KND,KND,,,,,
1815,eliza,qcf+2,Sm,20,25~55 (25~),-13~+17,-5~+25,-5~+25,,,,,
1816,eliza,"f, d, d/f+1",Sm,12,16a(16~),-22 (12~8a),Launch,Launch,,,true,,
1817,eliza,"f, d, d/f+2",Sm x 3,"9,9,9","13,22,31a (13~)",-36 (19~8a),Launch,Launch,,,true,,
1818,eliza,qcb+1,Sm,20,20~21 (20~),-11~-10,+11kg,KND,Tail spin,,,,
1819,eliza,qcb+2,Sm,22,20~21 (20~),-13~-12,+2~+3,CS,,,,,
1820,eliza,qcb+3,m (TJ),20,27~36a (27~) js9~,-13~-4,KND,JG,,,,,
1821,eliza,qcb+4,m (TJ),15,26~33a (26~) js9~,-1~+6,+9~+16s,+9~+16s,,,,,
1822,eliza,Jump qcb+3,m (TJ),20,13~a (~) js1~,-14~-5,KND,JG,,,,,
1823,eliza,Jump qcb+4,m (TJ),15,13~a(~) js1~,-1~+6,+9~+16s,+9~+16s,,,,,
1824,eliza,"qcf+1, f or d/f+3+4",Sm (MG),20,13~(~) 1~,+2~,KND,KND,Press down to recover crouching,,,,
1825,eliza,"qcf+2, f or d/f+3+4",Sm (MG),20,13~(~) 1~,+2~+32,+10~+40,+10~+40,Hold down to recover crouching,,,,
1826,eliza,qcf+1+2,SmSm,"10,10","24,53~ (24~)",+10g,KND(KND),KND(KND),Press down to recover crouching,,,,
1827,eliza,"f, d, d/f+1+2",Sm x 5,"5,5,9,9,9","11,,,a (11~)",-34,Launch,Launch,,,true,,
1828,eliza,qcb+1+2,SmSm,"5,20","15,37(15~)",-13~-12,+12kg,KND,,,true,,
1829,eliza,qcb+3+4,"m (TJ), m","5,15","25~32a ,49~50 (26~) js9~",-9~-8,KND,KND,,,,,
1830,eliza,Jump qcb+3+4,"m (TJ), m","5,15","10~a, 35~36 (~) js1~",-9~-8,KND,KND,,,,,
1831,eliza,"Two meter bars qcf, qcf+1+2",Sm,15,15,-7,Launch,Launch,,,,,
1832,eliza,1,h,7,10,1,8,8,,,,,
1833,eliza,2,h,9,14,-3,8,8,,,,,
1834,eliza,4,h,21,13,-5,KND,KND,"Homing, Tail spin",,,,
1835,eliza,f+1,h,7,10,1,8,8,,,,,
1836,eliza,f+2,h,9,14,-3,8,8,,,,,
1837,eliza,f+4 (to MG),(MG),,18~19,,,,Press down to recover crouching,,,,
1838,eliza,d/b or d+1,Sm (TC),5,10s cs4~,-5,6,6,+3 on hit from side or behind,,,,
1839,eliza,d/b or d+2,Sm (TC),8,12s cs4~,-7,4,4,,,,,
1840,eliza,d/b or d+3 (Close),l (TC),10,15s cs4~,-16,-5,-5,,,,,
1841,eliza,d/b or d+3,l (TC),7,15s cs4~,-16,-5,-5,,,,,
1842,eliza,d/b or d+4,l (TC),17,20~21s cs6~,-27,+5~+6s,KND,,,,,
1843,eliza,u/b or U/F,(Special),,js5~,,,,,,,,
1844,eliza,U,(Special),,js9~,,,,,,,,
1845,eliza,FC+1,Sm (TC),5,10s cs1~,-5,6,6,,,,,
1846,eliza,FC+2,Sm (TC),8,12s cs1~,-7,4,4,,,,,
1847,eliza,FC+3 (Close),l (TC),10,15s cs1~,-16,-5,-5,,,,,
1848,eliza,FC+3,l (TC),7,15s cs1~,-16,-5,-5,,,,,
1849,eliza,FC+4,l (TC),20,20~21s cs1~,-27,+3~+4s,KND,,,,,
1850,eliza,SS+1,h,7,10(11~),1,8,8,,,,,
1851,eliza,SS+2,h,9,14(15~),-3,8,8,,,,,
1852,eliza,SS+3,h,12,13(14~),-8,8,8,,,,,
1853,eliza,SS+4,h,21,13(14~),-5,KND,KND,"Homing, Tail spin",,,,
1854,eliza,BT 1 or 2,h,7,10,1,8,8,,,,,
1855,eliza,BT 3 or 4,h,21,13,-5,KND,KND,"Homing, Tail spin",,,,
1856,eliza,BT d+1 or d+2,Sm,5,10s cs1~,-5,6,6,+3 on hit from side or behind,,,,
1857,eliza,BT d+3 or d+4,l (TC),20,20~21s cs1~,-27,+3~+4s,KND,,,,,
1858,feng,in rage d+1+2,m,55,20 pc8~17,-22,KND,KND,Rage art,,,,
1859,feng,in rage b+1+2*,m,35,13~14,+3~+4 (wl+9),KND,KND,Rage drive,,,,
1860,feng,1,h,7,10,1,8,8,,,,,
1861,feng,"1, 1","h, m","7,21",10,-11~-10,+2~+3,CS,,,,,
1862,feng,"1, 1, 2","h, m, m","7,21,5",10,-14~-13,-3~-2,-3~-2,,,,,
1863,feng,"1, 1, 2, 1","h, m, m, m","7,21,5,5",10,-14~-13,-1~0,-1~0,,,,,
1864,feng,"1, 2","h, h","7,9",10,-1,7,7,,,,,
1865,feng,"1, 2, 2","h, h, h","7,9,10",10,-13,3,3,,,,,
1866,feng,"1, 2, 2, b","h, h, h","7,9,10",10b,-11,3,3,,,,,
1867,feng,"1, 3","h, h","7,17",10,-5~-4,+6~+7,Launch (JG?),,,,,
1868,feng,2,h,8,10,-3,5,5,,,,,
1869,feng,"2, 4","h, m","8,10",10,-12,-1,-1,,,,,
1870,feng,"2, 4, 1","h, m, m","8,10,20",js12~19,-13,KND,KND,,,,,
1871,feng,"2, 4, 1, b (Cancel)","h, m","8,10",12~19b,-13,-2,-2,,,,,
1872,feng,3,h,15,16,-11,0,0,,,,,
1873,feng,"3, 3","h, h","15,18",16,-10,1,1,,,,,
1874,feng,"3, 3, 4","h, h, l","15,18,23",16b,-12~-11,KND,KND,,,,,
1875,feng,"3, 3, 4, b (Cancel)","h, h","15,18",16b,-17,-6,-6,,,,,
1876,feng,4,h,17,11,-8,3,KND,,,,,
1877,feng,2~1,m,10,24~25 (24~),-3~-2s,+8~+9s,+8~+9s,,,,,
1878,feng,"2~1, 1","m, m","10,20",24~25 (24~),-13~-12,Launch,Launch,,,,,
1879,feng,3~4,m (TJ),27,34~36 (35~) js20~,-7~-5s,KND,KND,,,,,
1880,feng,"3~4, b",m (TJ),27,34~36b (35~) js20~,-2~-0s,KND,KND,,,,,
1881,feng,"3~4, 3","m (TJ), l","27,21",s cs6~,-26~-14,KND,KND,,,,,
1882,feng,4~3,m (TC),25,27~36a (28~) js15~,-4~+5,+4~+13s,KND,,,,,
1883,feng,1+2,m(Absorbs 1 h/m hit),24,21~22 (2~7),-13~-12,CS(KND),CS,,,,,
1884,feng,1+4,lh,"7,10","21~22, 41~42",-31s,+6~+7,+6~+7,,,,,
1885,feng,1+4 (Second hit only),h,10,41,-2~-1,+6~+7,+6~+7,,,,,
1886,feng,f+2,m,12,16~17,-8~-7,+3~+4,FS (+10~+11g) 23~24,,,,,
1887,feng,"f+2, 1","m, m","12,10",16~17,-5,6,6,,,,,
1888,feng,"f+2, 1, 2","m, m, m","12,10,20",16~17,-19~-18,KND,KND,,,,,-19
1889,feng,f+3,m,10,21,-3,9,9,,,,,
1890,feng,"f+3, 4","m, m (TJ)","10,20",js21~,-16~-15,Launch (JG?),Launch (JG?),,,true,,-16
1891,feng,f+4,h (TJ),15,18~19,-9~-8,CS,CS,,,,,
1892,feng,"f+4, B",h (TJ),15,18~19b,-5~-4,CS,CS,,,,,
1893,feng,"f+4, 3","h (TJ), m","15,30",18~19,-10~-7,KND,KND,,,,,
1894,feng,"f+4, 4 (Close)","h (TJ), l (TC)","15,22",cs10~,-12,KND,KND,,,,,
1895,feng,"f+4, 4","h (TJ), l (TC)","15,15",cs10~,-12~-10,-1~+1,KND,,,,,
1896,feng,f+1+2,h,28,19~20,-9~-8,KND,KND,"Tail spin, Homing",,,,
1897,feng,d/f+1,m,12,14,0,6,+36g(m),,,,,
1898,feng,d/f+2,m,15,20,-9,4,4,,,,,
1899,feng,"d/f+2, 2","m, m","15,21",20,-6~-5,KND,KND,Wall bounce,,,,
1900,feng,d/f+3,m,21,18~19,-7~-6,Launch,Launch,,,,,
1901,feng,d/f+4,m,14,15,-6,5,5,,,,,
1902,feng,"d/f+4, 2",m,"14,15",15,-11,1,1,,,,,
1903,feng,"d/f+4, 2, 1+2",m,"14,12,23",15,-19,KND,KND,,,,,-19
1904,feng,d/f+3+4,m,23,23~27,-8~-4,KND,KND,"Homing, Tail spin",,,,
1905,feng,d+2,l (TC),17,20~21s cs6~,-12~-11,-1~0,KND,,,,,-12
1906,feng,d+4,l,7,14~15,-11~-10,0~+1,0~+1,,,,,
1907,feng,"d+4, 1+2","l, m","7,22",14~15,-10,KND,KND,,,,,
1908,feng,d/b+1,m,12,16,-12,4,4,,,,,
1909,feng,"d/b+1, 2","m, m","12,18",16,-12~-11,+7~+8,KND,,,,,
1910,feng,"d/b+1, F","m, (STC)",12,16,-16,0,0,,,,,
1911,feng,"d/b+1, F (After stance ends)","m, (STC)",12,16,-41,-25,-25,,,,,
1912,feng,"d/b+1, B","m, (KNP)",12,16,-9,7,7,,,,,
1913,feng,"d/b+1, B (After stance ends)","m, (KNP)",12,16,-35,-19,-19,,,,,
1914,feng,"d/b+1, 4","m, h","12,23",16,-2~-1,KND,KND,Tail spin,,,,
1915,feng,d/b+2,l (TC),10,20~21 cs6~,-11~-10,0~+1,0~+1,,,,,
1916,feng,"d/b+2, 2","l (TC), l (TC)","10,10",cs1~,-17~-15,KND,KND,,,,,
1917,feng,"d/b+2, 2, b",l (TC),10,20~21 cs6~,-15~-13,-4,-4,,,,,
1918,feng,"d/b+2, 2, 2","l (TC), l (TC), m","10,10,25",1~,-8~-7,KND,KND,,,,,
1919,feng,"d/b+2, 2, B (Cancel)",l (TC),5,20~21 cs6~,-17~-16,-6~-5,-6~-5,,,,,
1920,feng,d/b+3,l (TC),14,16~17s cs6~,-15~-14,+4~+5s,+4~+5s,,,,,-15
1921,feng,d/b+4,l (TC),20,30~32s cs6~,-26,KND,KND,Homing,,,,
1922,feng,d/b+1+2,m,15,21~22,0~+1,+8~+9,+8~+9,,,,,
1923,feng,"d/b+1+2, 2","m, l (TC)","15,15",s cs8~,-11~-10,0~+1,KND,,,,,
1924,feng,b+1,h,17,10~11,-10~-9,+1~+2,KND,,,,,
1925,feng,b+2,m?,15,17,-11,0s,0s,,,,,
1926,feng,"b+2, 3","m, l?","15,10",17,-11~-9,0~+2,+8~+10s,,,,,
1927,feng,"b+2, 3, 4","m, l, m","15,10,13",17,-12~-11,KND,KND,,,,,
1928,feng,"b+2, 3, 4, 2","m, l, m, m","15,10,13,22",17,-6~-5s,+4~+5s,+4~+5s,,,,,
1929,feng,b+3,m,12,23~24,-8~-7,+3~+4,+3~+4,,,,,
1930,feng,"b+3, 3","m, h","12,15",23~24,-6,3,CS,,,,,
1931,feng,B+3~4,(Special),,b,,,,,,,,
1932,feng,b+4,m,14,12,-9,2,2,,,,,
1933,feng,b+1+2,m,30,13~14,-19~-18,KND,KND,,,true,,-19
1934,feng,u/b+2,mh,"13,21","16,32~33",-10~-9,+9~+10,+9~+10,,,,,
1935,feng,"u/b+2 (First hit only, Second hit miss)",m,13,16,-37,-26,-26,,,,,
1936,feng,u/b+1+2,!,70,79,CS,CS,CS,,,,,
1937,feng,u+2,m (TJ),30,38~40 js9~,+2~+4,KND,KND,,,,,
1938,feng,u/b or u or u/f+1,m (TJ),12,18~19 js6~,-7~-6,+4~+5 (+12~+13),+4~+5 (+12~+13),,,,,
1939,feng,u/f+2,m,18,18,-10,3,CS,,,,,
1940,feng,u/b or u or u/f+3,m (TJ),22,21~23 js9~,-2~0,KND,KND,,,,,
1941,feng,u/b+4,m (TJ),11,15~17 js9~,-20~-18,-8~-6,-8~-6,,,,,
1942,feng,u+4,m (TJ),15,15~17 js9~,-13~-11,KND,Launch (JG?),,,,,
1943,feng,u/f+4,m (TJ),13,15~17 js9~,-13~-11,Launch (JG?),Launch (JG?),,,,,
1944,feng,u/f+3+4,mhh,"10,10,10","24~26 tc6~23, 31~33, 37~38 js33~",-10~-9,Launch,Launch,,,,,
1945,feng,u/f+3+4 (Third hit miss),mh,"10,10","24~26, 31~33 js33~",-16~-14,Launch,Launch,,,,,
1946,feng,u/f+3+4 (second and third hit miss),m,10,24~26 js33~,-28~-26,-17~-15,-17~-15,,,,,
1947,feng,"u/f+3+4, 3","mhh, h","10,10,10,21",24~26 33~,-6~-5,KND,KND,,,,,
1948,feng,"f, F+2",m,25,18~19 (19~),-9~-8,KND,KND,,,,,
1949,feng,"f, F+3",m,30,32~33 (33~),+8~+9s,+8~+9s,JG,,,,,
1950,feng,"f, F+4",m,13,19~20 (20~),-15~-14,Launch (JG?),Launch (JG?),,,true,,
1951,feng,"f, F+4, 3","m, m","13,21",19~20 (20~)a,-14~-13,JG,JG,,,true,,
1952,feng,"f, F+4, d3","m, m","13,21",19~20 (20~),-14~-13,JG,JG,,,,,
1953,feng,"f, F+1+2",m,21,23~24 (24~) pc6~22,-12~-11,KND,KND,Power crush,,,,
1954,feng,"f, F+1+2* (Very long hold)",m,28,39~40 (40~) pc6~22,+3~+4,+14~+15,+14~+15,Power crush,,,,
1955,feng,"b, f+1",m,25,25~26 (25~),-15~-14,KND,CS,,,true,,-15
1956,feng,"f, f, f+3",m (TJ),30,20~25a (23~) js5~,+6~+11g,KND,KND,,,,,
1957,feng,WS+1,m,13,14,-1,5,5,,,,,
1958,feng,"WS+1, 2","m, m","13,13",14,-10,1,1,,,,,
1959,feng,"WS+1, 2, 1","m, m, m","13,13,20",14,-12~-11,KND,KND,,,,,
1960,feng,WS+2,m,17,15~16,-9~-8,KND,KND,,,,,
1961,feng,WS+3,m,16,15~16a,-12~-11,Launch (JG?),Launch (JG?),,,,,-12
1962,feng,WS+4,m,18,11~12,-7~-6,+7~+8,+29g(m),,,,,
1963,feng,WS+1+2,m(h or m punch parry),20,23~24 (3~8),-9~-8,KND(+16),KND,,,,,
1964,feng,FC+d/f+1,l,19,21~22s cs1~,-12~-11,-1~-0,KND,,,,,
1965,feng,FC+d/f+2,m,25,18s,-14,CS,CS,,,,,
1966,feng,SS+2,h,18,15b(24~),3,9,9,Homing,,,,
1967,feng,SS+3,h,12,18~19 (27~),-13~-12,-2~-1,-2~-1,,,,,
1968,feng,"SS+3, b",h,12,18~19b (27~),-11~-10,0~+1,0~+1,,,,,
1969,feng,"SS+3, 2","h, m","12,20",18~19 (27~)b,-5~-4,CS,CS,,,,,
1970,feng,SS+4 (Close),l,21,20~22 (29~),-31,KND,KND,,,,,
1971,feng,SS+4,l,14,20~22 (29~) cs13~,-31,-3~-1,KND,,,,,
1972,feng,SS+1+2,m,24,22~23 (31~),+1~+2,KND,KND,,,,,
1973,feng,Grounded face up 3+4,m,20,30~33 js28~,-5~-2,KND,KND,,,,,
1974,feng,Opponent Down d+3+4,On grounded opponent(l),19,24~25,-13~-12,-2~-1,-2~-1,,,,,
1975,feng,1+3+4,(Special),,24~25,,,,,,,,
1976,feng,1+2+3+4,(Special),,24~25,,,,,,,,
1977,feng,1+2+3+4*,(Special),,24~25,,,,,,,,
1978,feng,f+3+4,(STC),,(3~),,,,,,,,
1979,feng,f+3+4 ,"Parry, m(STC)",21,3~,-17,KND,KND,,,,,
1980,feng,STC b,(KNP),,b,,,,,,,,
1981,feng,STC 1,m,20,20~23 (40~),-14~-11,KND,KND,,,,,
1982,feng,STC 2,m?,15,15~16 (35~),-13~-12,Launch (JG?),Launch (JG?),,,true,,
1983,feng,STC 3,h,30,20~21 (40~),+8~+9,KND,KND,,,,,
1984,feng,STC 4,l,20,20(40~),-14,2,KND,,,true,,
1985,feng,STC 1+2,m,7,15~16 (35~),-9~-8,+2~+3,+2~+3,,,,,
1986,feng,"STC 1+2, 1","m, h","7,8",15~16 (35~),-11,0,0,,,,,
1987,feng,"STC 1+2, 1, 2","m, h, h","7,8,18",15~16 (35~),-11,KND,KND,,,,,
1988,feng,b+3+4,(KNP),,15~16 (35~),,,,,,,,
1989,feng,KNP f,(Special)(Parry)(KNP),,15~16 (35~),,,,,,,,
1990,feng,KNP 1,l (TC),22,20~21s (35~) cs15~,-13~-12,+8~+9s,KND,,,true,,
1991,feng,KNP 2,h,20,14(29~),-9,KND,KND,,,,,
1992,feng,KNP 3,m (TJ),17,22~23a (37~) js15~,-12~-11,Launch (JG?),Launch (JG?),,,true,,
1993,feng,KNP 4,m (TJ),30,31~34as (46~) js15~,-7~-4,KND,KND,,,,,
1994,feng,"KNP 4, 3+4","m (TJ), m","30,20",js38~,-3~-0,KND,KND,,,,,
1995,feng,qcf,(Special),,s,,,,,,,,
1996,feng,qcf+1,l (TC),23,22~23 (24~) cs6~,-14~-13,+2~+3,KND,,,true,,-14
1997,feng,qcf+2,m?,22,22~23 (24~),-14~-13,Launch,Launch,,,true,,-14
1998,feng,qcf+1+2,m,23,16~17 (18~),+4~+5s,+8~+9s,KND,,,,,
1999,feng,qcf+3+4,(STC),,16~17 (18~),,,,,,,,
2000,feng,"qcf, ,",,,16~17 (18~),,,,,,,,
2001,feng,B+3~4 ,(Special),,b,,,,,,,,
2002,feng,BT 1,h,12,12,-3,14,14,,,,,
2003,feng,BT 2,m,12,16b,-6,5,5,,,,,
2004,feng,"BT 2, 2","m, m","12,17",16,-13~-11s,KND,KND,,,,,
2005,feng,BT 3,m,30,32~33,+8~+9s,+8~+9s,JG,,,,,
2006,feng,BT 4,h,18,10,-8,KND,KND,,,,,
2007,feng,BT 1+2,m,22,16~17b,-5~-4,CS,CS,,,,,
2008,feng,BT d+3 (Close),l (TC),21,18~20s cs6~,-26,KND,KND,,,,,
2009,feng,BT d+3,l (TC),14,18~20s cs6~,-26,-4~-2,KND,,,,,
2010,feng,BT 1+4 or 2+3,h(Throw),50,13,Throw(KND),Throw(KND),Throw(KND),,,,,
2011,feng,f+1,h,7,10,1,8,8,,,,,
2012,feng,d+1,Sm (TC),5,10s cs4~,-5,6,6,,,,,
2013,feng,d+3,l (TC),12,16s cs4~,-17,-3,-3,,,,,
2014,feng,d+3+4,l (TC),7,12s cs4~,-13,-2,-2,,,,,
2015,feng,"u/f, n+4",m,25,"23(29,35) js9~33",-11(-13),Launch (JG?),Launch (JG?),,,,,
2016,feng,FC+d/b or d+1,Sm (TC),5,10s cs1~,-5,6,6,,,,,
2017,feng,FC+d/b or d+2,Sm (TC),8,11s cs1~,-4,7,7,,,,,
2018,feng,FC+3,l (TC),12,16s cs1~,-17,-3,-3,,,,,
2019,feng,FC+4,l (TC),10,12s cs1~,-15,-4,-4,,,,,
2020,feng,SS+1,h,7,10(11~),1,8,8,,,,,
2021,feng,SS+3+4,h,15,16(17~),-11,0,0,,,,,
2022,feng,BT d+1 or 2,Sm,10,10s cs1~,-2,9,9,,,,,
2023,feng,BT d+4,l,12,10s cs1~,-11,3,3,,,,,
2024,ganryu,in rage d/b+1+2,m,55,20 pc8~17,-22,KND,KND,Rage art,,,,
2025,ganryu,in rage d/f1+4,m,"19,24",23~24,-6,KND,KND,Rage drive,,,,
2026,ganryu,1,h,10,12,3,9,11,,,,,
2027,ganryu,"1, 2","h, h","10,10",12,-1,7,10,,,,,
2028,ganryu,"1, 2, 1","h, h, h","10,10,8",12,-1,7,10,,,,,
2029,ganryu,"1, 2, 1, 2","h, h, h, h","10,10,8,5",12,-1,7,10,,,,,
2030,ganryu,"1, 2, 1, 2, 1","h, h, h, h, h","10,10,8,5,5",12,-1,7,10,,,,,
2031,ganryu,"1, 2, 1, 2, 1, 2","h, h, h, h, h, h","10,10,8,5,5,5",12,-18,-7,-7,,,,,
2032,ganryu,"1, 2, 1, 2, 1, 2, 1","h, h, h, h, h, h, h","10,10,8,5,5,5",12,-18,-7,-7,,,,,
2033,ganryu,"1, 2, 1, 2, 1, 2, 1, 2","h, h, h, h, h, h, h, h","10,10,8,5,5,5,",12,-18,-7,-7,,,,,
2034,ganryu,2,h,12,12,1,7,9,,,,,
2035,ganryu,"2, 1","h, h","12,12",12,-3,8,8,Jails,,,,
2036,ganryu,"2, 1, 2","h, h, m","16,16,27",14,-11~-10 OC,Launch,Launch,,,,,-11
2037,ganryu,"2, 1, 3+4","h, h","12,12",12,1,12,12,Ends in TAI,,,,
2038,ganryu,"2, 4","h, l","12,14",12,-12,-1,-1,,,,,
2039,ganryu,3,h,22,16,-8,KND,KND,,,,,
2040,ganryu,"3, 4","h, h","22,20",16,-8,3,3,,,,,
2041,ganryu,"3, 4, 3","h, h, h","22,20,25",16,-12,KND,KND,,,,,
2042,ganryu,"3, 4, 3, 4, ,","h, h, h, h, , ","22,20,25,20,,",16,-8,3,3,,,,,
2043,ganryu,"3, 4, 4","h, h, m","22,20,17",16,-12~-10 OC,KND,KND,,,,,
2044,ganryu,4 or f+4,h,20,15~16,-8~-7,+3~+4,+3~+4,,,,,
2045,ganryu,"4, 4","h, m","20,18",15~16,-12~-10 OC,KND,KND,,,,,
2046,ganryu,"4, 3","h, h","20,25",15~16,-12,KND,KND,,,,,
2047,ganryu,"4, 3, 4","h, h, h","20,25,20",15~16,-8,3,3,,,,,
2048,ganryu,"4, 3, 4, 3, ,","h, h, h, h, , ","20,25,20,25,,",15~16,-12,KND,KND,,,,,
2049,ganryu,1+2,m,19,19~20,-12~-11,+8~+9 OC,Launch,,,,,
2050,ganryu,"1+2, 1+2","m, m","19,22",19~20,-13~-12,Launch,Launch,,,,,
2051,ganryu,"1+2, 3+4",m,19,19~20,-3~-2,17,Launch,,,,,
2052,ganryu,TAI 1,h,17,11,-3,8,CS,,,,,
2053,ganryu,TAI 2,h,20,14~15,-9,KND,CS,"Homing, tail spin",,,,
2054,ganryu,TAI 3,l,24,20~21,-12~-11,+9~+10,+9~+10,,,true,,
2055,ganryu,TAI 4,m,14,13~14,-14,-3,CS,,,,,
2056,ganryu,"TAI 4, 1","m,h","14,20",13~14,-9~-8,+10g~+11g,+10g~+11g,Tail spin,,,,
2057,ganryu,TAI 1+2,m,15,26 (pc8~26),-12,Throw(0),Throw(0),Power crush,,true,,-12
2058,ganryu,TAI f+1+2,m,35,20~25,-24~-19,KND,KND,DOSUKOI CANNON,,,,
2059,ganryu,TAI d/f+1+2,parry,0,??,–,+16 (?),–,cmd low parry,,,,
2060,ganryu,TAI db+1+2,!,40,50~59,KND,KND,KND,,,,,
2061,ganryu,TAI d/b+1+2,l,20,22~30,-24~-16,KND,KND,,,,,
2062,ganryu,f+2,m (TC),14,14,-12,1,CS,,,,,
2063,ganryu,f+2~1,h,16,16(17~),4,12,12,,,,,
2064,ganryu,f+3,h,25,18,-6,KND,KND,,,,,
2065,ganryu,f+1+2,h,30,14,-12,KND,KND,,,,,
2066,ganryu,f+3+4,m,28,23~24 pc8~24,-13~-12,KND,KND,Power crush,,true,,-13
2067,ganryu,d/f+1,m,12,13~14,-5~-4,+6~+7,+6~+7,,,,,
2068,ganryu,"d/f+1, 4","m, m","12,12",13~14,-13,-2,-2,,,,,
2069,ganryu,"d/f+1, 4, 1","m, m, h","12,12,10",13~14,-6,8,8,,,,,
2070,ganryu,d/f+2,m,16,16~17,-11~-10,Launch (JG?),Launch (JG?),,,,,-11
2071,ganryu,"d/f+2, 1","m, h","17,10",16~17,-7,4,4,,,,,
2072,ganryu,"d/f+2, 1, 2","m, h, h","17,10,10",16~17,-1,7,10,,,,,
2073,ganryu,"d/f+2, 1, 2, 1","m, h, h, h","17,10,10,8",16~17,-1,7,10,,,,,
2074,ganryu,"d/f+2, 1, 2, 1, 2","m, h, h, h, h","17,10,10,8,5",16~17,-1,7,10,,,,,
2075,ganryu,"d/f+2, 1, 2, 1, 2, 1","m, h, h, h, h, h","17,10,10,8,5,",16~17,-1,7,10,,,,,
2076,ganryu,"d/f+2, 1, 2, 1, 2, 1, 2","m, h, h, h, h, h, h","17,10,10,8,5,",16~17,-18,-7,-7,,,,,
2077,ganryu,"d/f+2, 1, 2, 1, 2, 1, 2, 1","m, h, h, h, h, h, h, h","17,10,10,8,5,",16~17,-18,-7,-7,,,,,
2078,ganryu,"d/f+2, 1, 2, 1, 2, 1, 2, 1, 2","m, h, h, h, h, h, h, h, h","17,10,10,8,5,",16~17,-18,-7,-7,,,,,
2079,ganryu,d/f+3,l,17,16~17,-12~-11,+5~+6 OC,+5~+6 OC,,,true,,
2080,ganryu,d/f+4,m,14,15,-30,-19,-19,,,,,
2081,ganryu,"d/f+4, 1","m, h","14,13",15,-9,-3,-3,,,,,
2082,ganryu,"d/f+4, 1, 2","m, h, m","14,13,20",15,-14~-13,KND,KND,,,,,
2083,ganryu,d/f+1+2,mm,"10,10","20,37",-7,4,4,,,,,
2084,ganryu,"d/f+1+2, 1","mm, m","10,10,21","20,37",-16~-15,KND,KND,,,true,,
2085,ganryu,d/f+2+3,l (TC),20,22~23 RC,-15~-14,KND,KND,,,true,,
2086,ganryu,d+1,m,22,25~26,+3~+4 OC,+7~+8 OC,Launch,,,,,
2087,ganryu,"d+1, 3+4","m, (Special) (TC)",22,25~26,+5~+6 OC,+9~+10 OC,Launch,,,,,
2088,ganryu,d+2,l (TC),15,29,-14,-3,-3,,,,,
2089,ganryu,"d+2, 2, ,,","l (TC), , , ","15,10,,,",29,-17,-11,-11,,,,,
2090,ganryu,"d+2, 1","l (TC), m","15,12",29 RC,-7,-1,1,,,,,
2091,ganryu,d+4,l,18,21,-14,-3,Launch,,,,,
2092,ganryu,d+1+2,m,29,16,1,1,Throw(0),,,,,
2093,ganryu,d+1+4,m,35,44,-25 OC,KND,KND,,,,,
2094,ganryu,d+1+4* (Short hold),m,40,55,-25 OC,KND,KND,,,,,
2095,ganryu,d+1+4* (Long hold),m,50,93,-25 OC,KND,KND,,,,,
2096,ganryu,d+1+4* (Very long hold),!,67,90,KND,KND,KND,,,,,
2097,ganryu,d/b+2,l (TC),16,29,-22,Launch,Launch,,,true,,-22
2098,ganryu,b+1,h,18,20~21,-6~-4,+5~+7,+5~+7,Homing,,,,
2099,ganryu,"b+1, 1","h, h","18,15",20~21,-6~-5,0~+1,+6~+7OB,,,,,
2100,ganryu,"b+1, 1, 1","h, h, m","18,15,20",20~21,+2~+4 OC,KND,KND,,,,,
2101,ganryu,"b+1, 1, 1, 3+4","h, h, m","18,15,20",20~21,+3~+5 OC,KND,KND,,,,,
2102,ganryu,b+1~2,mmmm,"2,2,2,21",14(14),-14,KND,KND,,,,,
2103,ganryu,"b+1~2 (1,2,1,2,1,2)",mmmm,"2,2,2,2,2,2,2,21",14(14),-14,KND,KND,,,,,
2104,ganryu,b+2,m,12,15 RC,-18,-7,-7,,,,,
2105,ganryu,"b+2, 1","m, m","12,13",15 RC,-5,1,3,,,,,
2106,ganryu,"b+2, 1, 2","m, m, m","12,13,22",15,-12,KND,KND,,,,,-12
2107,ganryu,"b+2, 1, d+2","m, m, l (TC)","12,13,20",15,-22,KND,KND,,,,,
2108,ganryu,b+4,m,14,15,-10,1,8,,,,,
2109,ganryu,"b+4, 1","m, m","14,24",15,-7,KND,KND,,,,,
2110,ganryu,b+1+2,h,19,10~11,-13~-12,KND,ATD,,,true,,-13
2111,ganryu,u/b or u or u/f+1,m (TJ),15,18~19,-6~-5,+5~+6 (+12 OC),+5~+6 (+12 OC),,,,,
2112,ganryu,u/f+2,m,17,21,-8,5,5,Homing,,,,
2113,ganryu,"u/f+2, 1+2","m, m","17,22",21,-14,KND,CS,,,,,-14
2114,ganryu,u/f+1+2,m (TJ),28,18~23,-10~-5,-2~+3 (SH),-2~+3 (SH),,,,,
